date,binary_mean,binary_squared_mean,binary_sqrt_mean,prob_mean,prob_squared_mean,prob_sqrt_mean
7/2/2020,0.044,0.013,0.084,0.112,0.136,0.121
7/3/2020,-0.38,-0.304,-0.406,-0.094,-0.033,-0.119
7/4/2020,0.326,0.299,0.332,0.17,0.142,0.18
7/5/2020,-0.189,-0.213,-0.195,-0.072,-0.102,-0.066
7/6/2020,0.009,0.018,-0.003,0.054,0.084,0.037
7/7/2020,0.277,0.392,0.218,0.187,0.273,0.144
7/8/2020,0.195,0.386,0.091,0.085,0.21,0.017
7/9/2020,-0.066,-0.089,-0.06,0.001,-0.006,0.002
7/10/2020,0.244,0.448,0.17,0.146,0.245,0.114
7/11/2020,0.187,0.2,0.187,0.111,0.133,0.105
7/12/2020,0.239,0.313,0.208,0.202,0.246,0.181
7/13/2020,0.22,0.289,0.186,0.094,0.127,0.08
7/14/2020,0.301,0.421,0.252,0.26,0.352,0.217
7/15/2020,0.65,0.75,0.596,0.391,0.394,0.382
7/16/2020,0.155,0.2,0.158,0.083,0.138,0.068
7/17/2020,0.362,0.403,0.359,0.229,0.227,0.238
7/18/2020,0.181,0.1,0.215,0.166,0.122,0.184
7/19/2020,-0.234,-0.085,-0.289,-0.169,-0.104,-0.196
7/20/2020,0.313,0.454,0.229,0.172,0.243,0.126
7/21/2020,-0.165,-0.155,-0.151,-0.047,-0.067,-0.032
7/22/2020,0.214,0.264,0.197,0.154,0.181,0.135
7/23/2020,0.272,0.417,0.207,0.196,0.299,0.147
7/24/2020,0.678,0.785,0.598,0.652,0.737,0.589
7/25/2020,0.847,0.888,0.813,0.757,0.799,0.723
7/26/2020,0.708,0.813,0.633,0.649,0.743,0.578
7/27/2020,0.776,0.872,0.696,0.714,0.791,0.653
7/28/2020,0.766,0.849,0.708,0.655,0.738,0.597
7/29/2020,0.528,0.632,0.471,0.458,0.547,0.406
7/30/2020,0.373,0.537,0.294,0.322,0.398,0.286
7/31/2020,-0.882,-0.933,-0.835,-0.229,-0.243,-0.216
8/1/2020,0.048,-0.023,0.084,-0.024,-0.105,0.009
8/2/2020,0.28,0.377,0.279,0.155,0.238,0.134
8/3/2020,0.13,-0.019,0.202,0.044,0.016,0.056
8/4/2020,0.317,0.314,0.33,0.321,0.331,0.313
8/5/2020,0.08,0.139,0.08,-0.016,-0.03,0.003
8/6/2020,0.2,0.201,0.205,0.228,0.233,0.224
8/7/2020,0.57,0.629,0.533,0.4,0.449,0.371
8/8/2020,0.173,-0.018,0.227,0.083,-0.038,0.122
8/9/2020,0.225,0.148,0.265,0.126,0.116,0.131
8/10/2020,0.074,0.074,0.065,0.136,0.125,0.142
8/11/2020,0.175,0.116,0.254,0.227,0.225,0.242
8/12/2020,-0.272,-0.277,-0.285,-0.042,-0.007,-0.065
8/13/2020,-0.01,0.064,-0.012,0.069,0.047,0.08
